sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,configuration,source_file,row_in_source,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
44,promotion,Male,40–49,Postgraduate degree,Civil servant,Single,"<15,000,000 VND",America,5,4,4,4,2,3,4,4,3,5,1,4,2,3,3,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3544,American__gemma2_9b__row03544,4.333333333333333,3.0,3.6666666666666665,3.3333333333333335,2.6666666666666665,2.5,2.0,2.5,1.6666666666666667
45,promotion,Male,<20,High school,Student,Single,"26,000,000–35,000,000 VND",America,4,5,4,4,5,4,5,1,1,1,5,2,2,2,5,3.0,4.0,3.0,2.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3545,American__gemma2_9b__row03545,4.333333333333333,4.333333333333333,2.3333333333333335,2.6666666666666665,3.0,3.5,1.5,3.0,1.3333333333333333
46,promotion,Male,>60,Postgraduate degree,Civil servant,Single,">46,000,000 VND",America,1,3,5,4,1,3,2,4,1,2,1,5,1,2,5,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3546,American__gemma2_9b__row03546,3.0,2.6666666666666665,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.5,2.0,2.0,1.6666666666666667
47,promotion,Male,40–49,High school,Blue-collar worker,Married,"36,000,000–45,000,000 VND",America,3,5,4,3,3,2,5,4,1,4,5,4,4,2,2,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3547,American__gemma2_9b__row03547,4.0,2.6666666666666665,3.3333333333333335,4.333333333333333,2.6666666666666665,2.5,2.0,2.5,1.6666666666666667
48,promotion,Male,50–59,Postgraduate degree,Civil servant,Living with parents,"<15,000,000 VND",America,2,3,1,3,3,1,1,4,4,4,5,2,1,2,5,2.0,3.0,1.0,1.0,1.0,1.0,5.0,American__gemma2_9b,gemma2_9b_promotion.csv,3548,American__gemma2_9b__row03548,2.0,2.3333333333333335,3.0,3.6666666666666665,2.6666666666666665,2.5,3.0,1.75,2.3333333333333335
49,promotion,Female,50–59,High school,Blue-collar worker,Married,">46,000,000 VND",America,4,1,1,3,5,5,5,1,5,1,2,4,3,4,2,2.0,3.0,2.0,1.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3549,American__gemma2_9b__row03549,2.0,4.333333333333333,3.6666666666666665,2.3333333333333335,3.0,2.5,1.5,2.0,1.3333333333333333
50,promotion,Male,30–39,High school,Civil servant,Married,"36,000,000–45,000,000 VND",America,1,5,5,2,4,4,2,2,3,2,4,3,1,4,1,3.0,2.0,3.0,2.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3550,American__gemma2_9b__row03550,3.6666666666666665,3.3333333333333335,2.3333333333333335,3.0,2.0,2.5,2.5,2.5,2.0
51,promotion,Female,>60,High school,Managerial employee,Divorced,"36,000,000–45,000,000 VND",America,2,2,4,1,4,5,4,2,1,4,2,5,3,2,5,2.0,3.0,2.0,1.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3551,American__gemma2_9b__row03551,2.6666666666666665,3.3333333333333335,2.3333333333333335,3.6666666666666665,3.3333333333333335,2.5,2.5,2.0,2.0
52,promotion,Male,20–29,Postgraduate degree,Student,Living with parents,">46,000,000 VND",America,4,4,1,3,1,2,4,1,4,1,3,5,3,2,2,3.0,2.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3552,American__gemma2_9b__row03552,3.0,2.0,3.0,3.0,2.3333333333333335,2.5,2.0,2.0,1.6666666666666667
53,promotion,Male,20–29,Postgraduate degree,Office worker,Living with parents,"16,000,000–25,000,000 VND",America,2,5,1,1,3,1,5,1,4,3,3,3,3,2,2,2.0,2.0,3.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3553,American__gemma2_9b__row03553,2.6666666666666665,1.6666666666666667,3.3333333333333335,3.0,2.3333333333333335,2.0,2.0,2.0,1.6666666666666667
54,promotion,Female,30–39,Postgraduate degree,Student,Single,"26,000,000–35,000,000 VND",America,3,4,4,2,5,4,1,5,4,5,4,3,5,5,1,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3554,American__gemma2_9b__row03554,3.6666666666666665,3.6666666666666665,3.3333333333333335,4.0,3.6666666666666665,2.5,2.0,2.0,1.6666666666666667
55,promotion,Male,50–59,Bachelor’s degree,Other,Divorced,">46,000,000 VND",America,3,2,3,3,4,1,5,4,3,2,3,5,3,1,2,2.0,3.0,2.0,1.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3555,American__gemma2_9b__row03555,2.6666666666666665,2.6666666666666665,4.0,3.3333333333333335,2.0,2.5,1.5,2.0,1.3333333333333333
56,promotion,Male,>60,High school,Civil servant,Living with parents,">46,000,000 VND",America,4,2,1,2,2,3,2,5,4,4,4,4,2,5,2,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3556,American__gemma2_9b__row03556,2.3333333333333335,2.3333333333333335,3.6666666666666665,4.0,3.0,2.5,2.0,2.0,1.6666666666666667
57,promotion,Male,<20,High school,Office worker,Divorced,"<15,000,000 VND",America,3,3,2,3,1,4,3,2,1,5,1,1,3,2,4,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3557,American__gemma2_9b__row03557,2.6666666666666665,2.6666666666666665,2.0,2.3333333333333335,3.0,2.5,2.0,2.0,1.6666666666666667
58,promotion,Male,30–39,High school,Civil servant,Single,">46,000,000 VND",America,1,5,2,4,1,5,5,2,5,5,5,4,3,5,4,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3558,American__gemma2_9b__row03558,2.6666666666666665,3.3333333333333335,4.0,4.666666666666667,4.0,2.5,2.0,2.5,1.6666666666666667
59,promotion,Male,<20,Bachelor’s degree,Office worker,Living with parents,"<15,000,000 VND",America,2,4,3,3,4,4,3,2,4,2,2,4,5,4,5,3.0,4.0,2.0,3.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3559,American__gemma2_9b__row03559,3.0,3.6666666666666665,3.0,2.6666666666666665,4.666666666666667,3.5,1.5,3.0,1.3333333333333333
60,promotion,Female,>60,High school,Civil servant,Married,"26,000,000–35,000,000 VND",America,5,3,1,5,4,2,4,1,1,3,1,2,1,5,4,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3560,American__gemma2_9b__row03560,3.0,3.6666666666666665,2.0,2.0,3.3333333333333335,2.5,2.0,2.5,1.6666666666666667
61,promotion,Male,30–39,Postgraduate degree,Blue-collar worker,Single,"<15,000,000 VND",America,1,5,3,1,4,5,2,3,3,5,4,1,3,3,2,2.0,3.0,2.0,1.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3561,American__gemma2_9b__row03561,3.0,3.3333333333333335,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.5,1.5,2.0,1.3333333333333333
62,promotion,Male,40–49,High school,Managerial employee,Living with parents,"<15,000,000 VND",America,2,5,4,4,2,2,1,3,1,3,2,2,2,2,4,3.0,2.0,2.0,1.0,1.0,1.0,4.0,American__gemma2_9b,gemma2_9b_promotion.csv,3562,American__gemma2_9b__row03562,3.6666666666666665,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.6666666666666665,2.5,2.5,2.0,2.0
63,promotion,Male,<20,Postgraduate degree,Blue-collar worker,Single,"36,000,000–45,000,000 VND",America,3,1,4,4,2,3,3,3,5,2,2,2,4,3,5,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3563,American__gemma2_9b__row03563,2.6666666666666665,3.0,3.6666666666666665,2.0,4.0,2.5,2.0,2.5,1.6666666666666667
64,promotion,Female,<20,High school,Civil servant,Divorced,"<15,000,000 VND",America,5,4,4,3,5,2,5,5,2,4,5,1,2,5,5,4.0,3.0,2.0,3.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3564,American__gemma2_9b__row03564,4.333333333333333,3.3333333333333335,4.0,3.3333333333333335,4.0,3.5,2.5,3.0,2.0
65,promotion,Female,<20,High school,Civil servant,Married,"36,000,000–45,000,000 VND",America,4,3,2,2,5,3,5,2,5,3,4,4,3,5,4,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3565,American__gemma2_9b__row03565,3.0,3.3333333333333335,4.0,3.6666666666666665,4.0,2.5,2.0,2.5,1.6666666666666667
66,promotion,Male,50–59,Postgraduate degree,Blue-collar worker,Married,"36,000,000–45,000,000 VND",America,5,4,5,5,5,4,1,1,1,4,5,1,1,1,3,3.0,2.0,3.0,2.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3566,American__gemma2_9b__row03566,4.666666666666667,4.666666666666667,1.0,3.3333333333333335,1.6666666666666667,2.5,1.5,2.5,1.3333333333333333
67,promotion,Male,50–59,Postgraduate degree,Blue-collar worker,Single,"16,000,000–25,000,000 VND",America,3,3,2,4,3,4,2,1,3,2,4,2,1,5,4,3.0,2.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3567,American__gemma2_9b__row03567,2.6666666666666665,3.6666666666666665,2.0,2.6666666666666665,3.3333333333333335,2.5,2.0,2.0,1.6666666666666667
68,promotion,Female,40–49,Bachelor’s degree,Managerial employee,Married,"26,000,000–35,000,000 VND",America,3,3,3,4,2,3,4,1,1,3,4,3,5,2,4,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3568,American__gemma2_9b__row03568,3.0,3.0,2.0,3.3333333333333335,3.6666666666666665,2.5,2.0,2.5,1.6666666666666667
69,promotion,Female,50–59,Bachelor’s degree,Managerial employee,Single,">46,000,000 VND",America,4,2,4,3,1,5,3,4,2,1,2,5,2,2,3,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3569,American__gemma2_9b__row03569,3.3333333333333335,3.0,3.0,2.6666666666666665,2.3333333333333335,2.5,2.0,2.5,1.6666666666666667
70,promotion,Male,<20,High school,Other,Living with parents,"26,000,000–35,000,000 VND",America,5,5,5,1,5,3,5,2,4,3,2,4,4,3,5,4.0,3.0,2.0,3.0,2.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3570,American__gemma2_9b__row03570,5.0,3.0,3.6666666666666665,3.0,4.0,3.5,2.0,3.0,2.0
71,promotion,Male,50–59,High school,Student,Married,"36,000,000–45,000,000 VND",America,1,2,4,2,5,3,1,2,1,5,3,3,2,3,3,2.0,2.0,2.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3571,American__gemma2_9b__row03571,2.3333333333333335,3.3333333333333335,1.3333333333333333,3.6666666666666665,2.6666666666666665,2.0,2.0,2.0,1.6666666666666667
72,promotion,Male,30–39,Postgraduate degree,Student,Living with parents,"16,000,000–25,000,000 VND",America,1,4,1,2,2,3,2,3,5,2,5,5,5,2,4,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3572,American__gemma2_9b__row03572,2.0,2.3333333333333335,3.3333333333333335,4.0,3.6666666666666665,2.5,2.0,2.0,1.6666666666666667
73,promotion,Female,>60,Bachelor’s degree,Office worker,Divorced,"16,000,000–25,000,000 VND",America,2,2,2,5,4,5,2,3,1,4,1,5,3,5,3,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3573,American__gemma2_9b__row03573,2.0,4.666666666666667,2.0,3.3333333333333335,3.6666666666666665,2.5,2.0,2.0,1.6666666666666667
74,promotion,Male,30–39,High school,Other,Single,"26,000,000–35,000,000 VND",America,5,2,5,2,1,1,2,3,5,1,3,1,2,5,2,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3574,American__gemma2_9b__row03574,4.0,1.3333333333333333,3.3333333333333335,1.6666666666666667,3.0,2.5,2.0,2.0,1.6666666666666667
75,promotion,Female,>60,High school,Office worker,Divorced,">46,000,000 VND",America,5,4,5,3,3,1,5,5,5,2,1,3,3,3,3,3.0,4.0,2.0,3.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3575,American__gemma2_9b__row03575,4.666666666666667,2.3333333333333335,5.0,2.0,3.0,3.5,1.5,3.0,1.3333333333333333
76,promotion,Female,<20,High school,Office worker,Living with parents,"<15,000,000 VND",America,3,1,5,3,4,5,1,3,1,4,5,4,3,5,5,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3576,American__gemma2_9b__row03576,3.0,4.0,1.6666666666666667,4.333333333333333,4.333333333333333,2.5,2.0,2.0,1.6666666666666667
77,promotion,Male,20–29,Postgraduate degree,Blue-collar worker,Divorced,"<15,000,000 VND",America,2,2,3,5,3,4,1,5,4,5,4,4,2,3,1,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3577,American__gemma2_9b__row03577,2.3333333333333335,4.0,3.3333333333333335,4.333333333333333,2.0,2.5,2.0,2.0,1.6666666666666667
78,promotion,Male,40–49,High school,Office worker,Single,">46,000,000 VND",America,3,4,3,4,3,4,3,3,1,1,2,3,5,5,5,3.0,2.0,3.0,2.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3578,American__gemma2_9b__row03578,3.3333333333333335,3.6666666666666665,2.3333333333333335,2.0,5.0,2.5,1.5,2.5,1.3333333333333333
79,promotion,Male,>60,Bachelor’s degree,Civil servant,Living with parents,"36,000,000–45,000,000 VND",America,2,1,4,5,1,5,2,2,3,1,1,3,2,3,1,2.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3579,American__gemma2_9b__row03579,2.3333333333333335,3.6666666666666665,2.3333333333333335,1.6666666666666667,2.0,2.0,2.0,2.25,1.6666666666666667
80,promotion,Male,20–29,Bachelor’s degree,Student,Living with parents,"36,000,000–45,000,000 VND",America,5,1,1,3,2,1,1,4,5,4,3,3,2,2,5,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3580,American__gemma2_9b__row03580,2.3333333333333335,2.0,3.3333333333333335,3.3333333333333335,3.0,2.5,2.0,2.0,1.6666666666666667
81,promotion,Male,40–49,Postgraduate degree,Student,Living with parents,"36,000,000–45,000,000 VND",America,1,3,2,2,4,5,2,4,4,3,4,3,5,5,5,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3581,American__gemma2_9b__row03581,2.0,3.6666666666666665,3.3333333333333335,3.3333333333333335,5.0,2.5,2.0,2.0,1.6666666666666667
82,promotion,Female,20–29,Postgraduate degree,Blue-collar worker,Divorced,"26,000,000–35,000,000 VND",America,4,1,5,5,2,1,4,2,1,4,4,2,1,1,5,3.0,2.0,3.0,2.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3582,American__gemma2_9b__row03582,3.3333333333333335,2.6666666666666665,2.3333333333333335,3.3333333333333335,2.3333333333333335,2.5,2.5,2.5,2.0
83,promotion,Female,<20,High school,Other,Divorced,"26,000,000–35,000,000 VND",America,3,4,4,4,1,4,1,3,1,1,4,1,4,3,3,3.0,2.0,3.0,2.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3583,American__gemma2_9b__row03583,3.6666666666666665,3.0,1.6666666666666667,2.0,3.3333333333333335,2.5,1.5,2.5,1.3333333333333333
84,promotion,Female,20–29,Bachelor’s degree,Civil servant,Living with parents,"26,000,000–35,000,000 VND",America,3,1,3,1,3,3,3,5,4,4,5,2,2,1,2,2.0,2.0,3.0,1.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3584,American__gemma2_9b__row03584,2.3333333333333335,2.3333333333333335,4.0,3.6666666666666665,1.6666666666666667,2.0,1.5,2.0,1.3333333333333333
85,promotion,Female,>60,Postgraduate degree,Civil servant,Single,"<15,000,000 VND",America,2,3,1,1,2,2,5,3,3,1,3,5,5,5,2,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3585,American__gemma2_9b__row03585,2.0,1.6666666666666667,3.6666666666666665,3.0,4.0,2.5,2.0,2.0,1.6666666666666667
86,promotion,Male,40–49,Bachelor’s degree,Student,Married,"16,000,000–25,000,000 VND",America,2,1,4,2,3,1,3,2,1,3,3,2,2,4,3,2.0,2.0,3.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3586,American__gemma2_9b__row03586,2.3333333333333335,2.0,2.0,2.6666666666666665,3.0,2.0,2.0,2.0,1.6666666666666667
87,promotion,Male,<20,Bachelor’s degree,Student,Divorced,"16,000,000–25,000,000 VND",America,5,4,4,3,4,3,2,5,5,4,4,3,3,4,3,3.0,4.0,2.0,3.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3587,American__gemma2_9b__row03587,4.333333333333333,3.3333333333333335,4.0,3.6666666666666665,3.3333333333333335,3.5,2.5,3.0,2.0
88,promotion,Male,20–29,High school,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",America,2,5,1,1,5,4,3,3,3,3,1,2,4,4,3,3.0,4.0,2.0,3.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3588,American__gemma2_9b__row03588,2.6666666666666665,3.3333333333333335,3.0,2.0,3.6666666666666665,3.5,2.5,3.0,2.0
89,promotion,Female,30–39,Bachelor’s degree,Office worker,Single,"<15,000,000 VND",America,4,4,3,4,3,4,5,3,3,5,5,4,5,2,3,4.0,3.0,2.0,3.0,1.0,1.0,1.0,American__gemma2_9b,gemma2_9b_promotion.csv,3589,American__gemma2_9b__row03589,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.666666666666667,3.3333333333333335,3.5,1.0,3.0,1.0
90,promotion,Male,<20,Bachelor’s degree,Student,Married,"16,000,000–25,000,000 VND",America,5,2,1,5,1,5,5,3,2,2,4,3,5,2,5,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3590,American__gemma2_9b__row03590,2.6666666666666665,3.6666666666666665,3.3333333333333335,3.0,4.0,2.5,2.0,2.0,1.6666666666666667
91,promotion,Female,20–29,High school,Office worker,Living with parents,"<15,000,000 VND",America,2,5,1,1,5,4,5,4,2,2,4,4,4,2,5,3.0,4.0,2.0,3.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3591,American__gemma2_9b__row03591,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.5,2.0,3.0,1.6666666666666667
92,promotion,Male,>60,Bachelor’s degree,Other,Divorced,"<15,000,000 VND",America,1,3,5,2,2,2,3,4,2,3,4,2,4,1,5,2.0,2.0,3.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3592,American__gemma2_9b__row03592,3.0,2.0,3.0,3.0,3.3333333333333335,2.0,2.0,2.0,1.6666666666666667
93,promotion,Male,40–49,High school,Office worker,Living with parents,"<15,000,000 VND",America,3,5,2,1,1,3,5,1,5,4,3,1,2,4,3,3.0,2.0,3.0,2.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3593,American__gemma2_9b__row03593,3.3333333333333335,1.6666666666666667,3.6666666666666665,2.6666666666666665,3.0,2.5,1.5,2.5,1.3333333333333333
94,promotion,Male,50–59,High school,Student,Living with parents,"36,000,000–45,000,000 VND",America,3,1,4,1,5,4,2,3,3,1,3,4,1,2,4,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3594,American__gemma2_9b__row03594,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.6666666666666665,2.3333333333333335,2.5,2.0,2.0,1.6666666666666667
95,promotion,Female,<20,Postgraduate degree,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",America,4,3,4,3,5,3,5,2,2,1,5,3,5,4,2,3.0,2.0,2.0,3.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3595,American__gemma2_9b__row03595,3.6666666666666665,3.6666666666666665,3.0,3.0,3.6666666666666665,2.5,2.0,2.5,1.6666666666666667
96,promotion,Male,<20,Postgraduate degree,Managerial employee,Divorced,"<15,000,000 VND",America,5,2,5,2,2,3,1,4,1,3,1,2,3,3,1,2.0,3.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3596,American__gemma2_9b__row03596,4.0,2.3333333333333335,2.0,2.0,2.3333333333333335,2.5,2.0,2.0,1.6666666666666667
97,promotion,Male,20–29,High school,Blue-collar worker,Married,"26,000,000–35,000,000 VND",America,4,5,4,5,4,4,4,2,1,2,1,3,5,3,4,4.0,3.0,2.0,3.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3597,American__gemma2_9b__row03597,4.333333333333333,4.333333333333333,2.3333333333333335,2.0,4.0,3.5,1.5,3.0,1.3333333333333333
98,promotion,Female,<20,High school,Managerial employee,Married,"26,000,000–35,000,000 VND",America,5,1,5,5,5,4,5,4,4,2,1,1,1,4,1,3.0,2.0,2.0,1.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3598,American__gemma2_9b__row03598,3.6666666666666665,4.666666666666667,4.333333333333333,1.3333333333333333,2.0,2.5,1.5,2.0,1.3333333333333333
99,promotion,Male,30–39,High school,Civil servant,Divorced,"36,000,000–45,000,000 VND",America,1,3,5,5,4,1,5,2,2,5,5,4,5,2,3,2.0,3.0,2.0,1.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3599,American__gemma2_9b__row03599,3.0,3.3333333333333335,3.0,4.666666666666667,3.3333333333333335,2.5,2.5,2.0,2.0
100,promotion,Male,<20,High school,Other,Married,"16,000,000–25,000,000 VND",America,4,1,4,1,3,2,3,3,3,1,4,4,1,3,5,3.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3600,American__gemma2_9b__row03600,3.0,2.0,3.0,3.0,3.0,2.5,2.0,2.5,1.6666666666666667
101,promotion,Female,<20,Bachelor’s degree,Office worker,Married,"26,000,000–35,000,000 VND",America,2,1,2,3,5,4,3,3,1,5,4,4,1,2,3,2.0,2.0,3.0,1.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3601,American__gemma2_9b__row03601,1.6666666666666667,4.0,2.3333333333333335,4.333333333333333,2.0,2.0,2.5,2.0,2.0
102,promotion,Male,30–39,Postgraduate degree,Managerial employee,Single,"16,000,000–25,000,000 VND",America,3,4,1,5,3,1,2,4,1,4,1,3,5,3,3,3.0,4.0,2.0,3.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3602,American__gemma2_9b__row03602,2.6666666666666665,3.0,2.3333333333333335,2.6666666666666665,3.6666666666666665,3.5,2.5,3.0,2.0
103,promotion,Female,<20,Postgraduate degree,Office worker,Married,"<15,000,000 VND",America,2,2,2,1,3,5,4,4,2,2,3,5,2,3,2,2.0,2.0,3.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3603,American__gemma2_9b__row03603,2.0,3.0,3.3333333333333335,3.3333333333333335,2.3333333333333335,2.0,2.0,2.25,1.6666666666666667
104,promotion,Female,<20,Postgraduate degree,Other,Single,"36,000,000–45,000,000 VND",America,1,1,2,5,4,2,3,1,5,1,3,5,1,1,3,1.0,2.0,2.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3604,American__gemma2_9b__row03604,1.3333333333333333,3.6666666666666665,3.0,3.0,1.6666666666666667,1.5,2.0,1.5,1.6666666666666667
105,promotion,Female,<20,High school,Office worker,Divorced,"36,000,000–45,000,000 VND",America,2,1,4,4,1,1,3,5,5,4,3,2,4,5,4,3.0,2.0,3.0,1.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3605,American__gemma2_9b__row03605,2.3333333333333335,2.0,4.333333333333333,3.0,4.333333333333333,2.5,2.0,2.25,1.6666666666666667
106,promotion,Male,>60,High school,Civil servant,Living with parents,"26,000,000–35,000,000 VND",America,4,5,5,4,3,1,1,1,4,1,5,1,2,3,2,4.0,3.0,2.0,1.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3606,American__gemma2_9b__row03606,4.666666666666667,2.6666666666666665,2.0,2.3333333333333335,2.3333333333333335,3.5,1.5,2.5,1.3333333333333333
107,promotion,Male,>60,Bachelor’s degree,Other,Married,"16,000,000–25,000,000 VND",America,5,3,2,1,2,5,5,4,5,4,5,2,5,4,3,3.0,2.0,4.0,2.0,1.0,1.0,1.0,American__gemma2_9b,gemma2_9b_promotion.csv,3607,American__gemma2_9b__row03607,3.3333333333333335,2.6666666666666665,4.666666666666667,3.6666666666666665,4.0,2.5,1.0,2.75,1.0
108,promotion,Male,<20,Postgraduate degree,Student,Living with parents,"<15,000,000 VND",America,4,5,5,2,2,3,3,3,5,1,5,5,5,3,2,3.0,4.0,2.0,3.0,1.0,2.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3608,American__gemma2_9b__row03608,4.666666666666667,2.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.5,2.5,3.0,2.0
109,promotion,Female,20–29,High school,Student,Living with parents,">46,000,000 VND",America,5,5,4,4,2,1,2,2,1,4,5,5,1,1,2,3.0,2.0,2.0,1.0,2.0,1.0,4.0,American__gemma2_9b,gemma2_9b_promotion.csv,3609,American__gemma2_9b__row03609,4.666666666666667,2.3333333333333335,1.6666666666666667,4.666666666666667,1.3333333333333333,2.5,2.5,2.0,2.3333333333333335
110,promotion,Male,<20,Bachelor’s degree,Student,Living with parents,"<15,000,000 VND",America,3,2,2,4,5,3,3,3,3,3,5,1,3,5,4,2.0,3.0,2.0,2.0,1.0,1.0,3.0,American__gemma2_9b,gemma2_9b_promotion.csv,3610,American__gemma2_9b__row03610,2.3333333333333335,4.0,3.0,3.0,4.0,2.5,2.0,2.25,1.6666666666666667
111,promotion,Female,50–59,Bachelor’s degree,Student,Living with parents,"26,000,000–35,000,000 VND",America,1,5,3,5,5,5,3,1,4,1,5,4,3,1,3,2.0,3.0,2.0,1.0,1.0,1.0,2.0,American__gemma2_9b,gemma2_9b_promotion.csv,3611,American__gemma2_9b__row03611,3.0,5.0,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.5,1.5,2.0,1.3333333333333333
