sample_id,ad_type,gender,age,education,occupation,marital_status,monthly_income,region,BFI_11,BFI_12,BFI_13,BFI_21,BFI_22,BFI_23,BFI_31,BFI_32,BFI_33,BFI_41,BFI_42,BFI_43,BFI_51,BFI_52,BFI_53,ad_att_1,ad_att_2,ad_att_3,ad_att_4,intent_1,intent_2,intent_3,run,source_file,model,response_id,extraversion,agreeableness,conscientiousness,neuroticism,openness,ad_attitude_core,purchase_intention_core,ad_attitude_all_items,purchase_intention_all_items
303,promotion,Male,30–39,Bachelor’s degree,Managerial employee,Married,">46,000,000 VND",Chinese,4,4,1,3,3,3,4,3,3,3,1,2,3,3,4,4,5,4,3,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample303__promotion,3.0,3.0,3.3333333333333335,2.0,3.3333333333333335,4.5,3.5,4.0,3.0
304,promotion,Male,50–59,High school,Office worker,Married,">46,000,000 VND",Chinese,4,5,1,3,1,2,5,4,3,4,1,5,2,1,3,4,5,4,3,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample304__promotion,3.3333333333333335,2.0,4.0,3.3333333333333335,2.0,4.5,2.0,4.0,2.0
305,promotion,Female,<20,Bachelor’s degree,Office worker,Divorced,">46,000,000 VND",Chinese,3,2,5,4,5,5,5,1,4,3,1,5,1,3,3,5,4,3,2,1.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample305__promotion,3.3333333333333335,4.666666666666667,3.3333333333333335,3.0,2.3333333333333335,4.5,1.5,3.5,1.3333333333333333
306,promotion,Male,30–39,High school,Blue-collar worker,Married,"16,000,000–25,000,000 VND",Chinese,4,3,4,1,1,3,1,4,5,3,5,3,2,2,1,4,5,3,6,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample306__promotion,3.6666666666666665,1.6666666666666667,3.3333333333333335,3.6666666666666665,1.6666666666666667,4.5,2.0,4.5,2.0
307,promotion,Male,50–59,Bachelor’s degree,Civil servant,Living with parents,"16,000,000–25,000,000 VND",Chinese,2,4,1,2,3,5,3,2,1,5,1,1,1,1,3,3,4,5,2,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample307__promotion,2.3333333333333335,3.3333333333333335,2.0,2.3333333333333335,1.6666666666666667,3.5,2.5,3.5,2.0
308,promotion,Female,50–59,Postgraduate degree,Civil servant,Married,"26,000,000–35,000,000 VND",Chinese,5,2,3,1,5,5,4,2,1,4,4,4,1,4,1,4,5,5,3,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample308__promotion,3.3333333333333335,3.6666666666666665,2.3333333333333335,4.0,2.0,4.5,2.0,4.25,2.0
309,promotion,Male,<20,High school,Blue-collar worker,Married,">46,000,000 VND",Chinese,2,4,3,3,1,4,5,4,4,5,4,2,5,2,4,3,4,4,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample309__promotion,3.0,2.6666666666666665,4.333333333333333,3.6666666666666665,3.6666666666666665,3.5,3.5,4.0,3.0
310,promotion,Female,20–29,Postgraduate degree,Office worker,Married,">46,000,000 VND",Chinese,3,4,4,1,5,5,1,2,1,5,5,1,5,2,5,3,4,4,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample310__promotion,3.6666666666666665,3.6666666666666665,1.3333333333333333,3.6666666666666665,4.0,3.5,3.5,4.0,3.0
311,promotion,Male,30–39,Bachelor’s degree,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,5,3,2,4,4,1,1,3,1,2,4,3,1,2,2,3,4,4,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample311__promotion,3.3333333333333335,3.0,1.6666666666666667,3.0,1.6666666666666667,3.5,3.5,4.0,3.0
312,promotion,Female,30–39,High school,Civil servant,Single,"26,000,000–35,000,000 VND",Chinese,3,3,1,2,2,2,4,4,5,4,2,1,5,2,2,3,4,2,5,1.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample312__promotion,2.3333333333333335,2.0,4.333333333333333,2.3333333333333335,3.0,3.5,1.5,3.5,1.3333333333333333
313,promotion,Female,30–39,High school,Civil servant,Single,"36,000,000–45,000,000 VND",Chinese,5,5,4,5,5,1,5,1,5,5,1,1,4,4,1,4,5,4,6,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample313__promotion,4.666666666666667,3.6666666666666665,3.6666666666666665,2.3333333333333335,3.0,4.5,3.5,4.75,3.0
314,promotion,Male,50–59,Postgraduate degree,Office worker,Divorced,"26,000,000–35,000,000 VND",Chinese,4,4,3,4,3,2,1,2,4,2,5,2,4,2,1,3,4,3,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample314__promotion,3.6666666666666665,3.0,2.3333333333333335,3.0,2.3333333333333335,3.5,3.5,3.75,3.0
315,promotion,Male,30–39,Postgraduate degree,Managerial employee,Married,"16,000,000–25,000,000 VND",Chinese,4,5,3,5,2,5,1,1,5,3,5,2,5,1,2,5,6,5,4,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample315__promotion,4.0,4.0,2.3333333333333335,3.3333333333333335,2.6666666666666665,5.5,3.5,5.0,3.0
316,promotion,Male,50–59,High school,Office worker,Single,">46,000,000 VND",Chinese,2,2,4,4,2,5,3,3,3,5,2,1,1,2,5,3,4,4,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample316__promotion,2.6666666666666665,3.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,3.5,2.5,4.0,2.0
317,promotion,Male,>60,Postgraduate degree,Student,Living with parents,"16,000,000–25,000,000 VND",Chinese,5,5,2,2,1,3,4,4,5,1,4,1,2,3,2,3,4,4,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample317__promotion,4.0,2.0,4.333333333333333,2.0,2.3333333333333335,3.5,2.5,4.0,2.0
318,promotion,Female,50–59,High school,Civil servant,Married,"16,000,000–25,000,000 VND",Chinese,5,4,1,5,1,4,2,1,2,2,4,1,1,1,5,3,4,3,5,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample318__promotion,3.3333333333333335,3.3333333333333335,1.6666666666666667,2.3333333333333335,2.3333333333333335,3.5,2.0,3.75,2.0
319,promotion,Female,>60,High school,Managerial employee,Living with parents,">46,000,000 VND",Chinese,1,3,4,1,4,4,2,1,4,3,3,1,1,4,1,3,4,2,5,,,,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample319__promotion,2.6666666666666665,3.0,2.3333333333333335,2.3333333333333335,2.0,3.5,,3.5,
320,promotion,Female,50–59,Postgraduate degree,Office worker,Single,"<15,000,000 VND",Chinese,5,2,5,5,2,4,4,5,5,1,5,4,2,3,2,3,4,5,4,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample320__promotion,4.0,3.6666666666666665,4.666666666666667,3.3333333333333335,2.3333333333333335,3.5,3.5,4.0,3.0
321,promotion,Female,<20,Postgraduate degree,Other,Married,"26,000,000–35,000,000 VND",Chinese,4,3,3,1,1,3,5,3,5,5,3,1,5,5,5,3,4,5,6,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample321__promotion,3.3333333333333335,1.6666666666666667,4.333333333333333,3.0,5.0,3.5,3.5,4.5,3.0
322,promotion,Male,>60,Postgraduate degree,Civil servant,Single,">46,000,000 VND",Chinese,4,2,5,5,4,2,1,3,1,4,3,3,5,1,2,3,2,4,3,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample322__promotion,3.6666666666666665,3.6666666666666665,1.6666666666666667,3.3333333333333335,2.6666666666666665,2.5,2.5,3.0,2.0
323,promotion,Male,50–59,Bachelor’s degree,Managerial employee,Single,"36,000,000–45,000,000 VND",Chinese,2,2,1,3,3,3,1,4,4,3,4,5,3,4,2,4,3,5,2,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample323__promotion,1.6666666666666667,3.0,3.0,4.0,3.0,3.5,2.5,3.5,2.0
324,promotion,Male,<20,High school,Student,Living with parents,">46,000,000 VND",Chinese,5,3,5,2,2,1,5,1,3,4,5,4,1,3,1,3,4,3,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample324__promotion,4.333333333333333,1.6666666666666667,3.0,4.333333333333333,1.6666666666666667,3.5,3.5,3.75,3.0
325,promotion,Male,<20,Bachelor’s degree,Managerial employee,Married,"16,000,000–25,000,000 VND",Chinese,3,4,1,3,3,4,3,4,4,5,1,5,5,3,3,3,4,4,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample325__promotion,2.6666666666666665,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.5,3.5,4.0,3.0
326,promotion,Female,50–59,Bachelor’s degree,Other,Living with parents,"26,000,000–35,000,000 VND",Chinese,5,4,1,3,4,3,5,1,2,4,3,3,4,3,1,3,4,3,2,1.0,2.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample326__promotion,3.3333333333333335,3.3333333333333335,2.6666666666666665,3.3333333333333335,2.6666666666666665,3.5,2.0,3.0,1.6666666666666667
327,promotion,Female,<20,Bachelor’s degree,Other,Divorced,">46,000,000 VND",Chinese,3,1,3,1,2,5,1,4,2,1,2,3,3,2,4,3,4,3,5,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample327__promotion,2.3333333333333335,2.6666666666666665,2.3333333333333335,2.0,3.0,3.5,2.0,3.75,2.0
328,promotion,Female,<20,Bachelor’s degree,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,5,5,5,5,2,2,2,4,4,2,4,3,1,4,4,6,5,4,3,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample328__promotion,5.0,3.0,3.3333333333333335,3.0,3.0,5.5,2.0,4.5,2.0
329,promotion,Female,50–59,Bachelor’s degree,Other,Living with parents,"36,000,000–45,000,000 VND",Chinese,3,3,5,5,5,3,5,5,4,2,3,5,1,5,1,5,4,3,2,1.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample329__promotion,3.6666666666666665,4.333333333333333,4.666666666666667,3.3333333333333335,2.3333333333333335,4.5,1.5,3.5,1.3333333333333333
330,promotion,Male,<20,Bachelor’s degree,Civil servant,Divorced,"36,000,000–45,000,000 VND",Chinese,3,4,3,4,3,1,5,5,1,3,3,3,3,1,3,4,5,4,3,2.0,3.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample330__promotion,3.3333333333333335,2.6666666666666665,3.6666666666666665,3.0,2.3333333333333335,4.5,3.0,4.0,2.6666666666666665
331,promotion,Female,>60,Postgraduate degree,Managerial employee,Living with parents,"26,000,000–35,000,000 VND",Chinese,3,1,4,2,5,4,2,3,5,2,5,1,1,1,2,3,4,2,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample331__promotion,2.6666666666666665,3.6666666666666665,3.3333333333333335,2.6666666666666665,1.3333333333333333,3.5,2.5,3.5,2.0
332,promotion,Female,40–49,High school,Office worker,Divorced,">46,000,000 VND",Chinese,2,3,3,3,3,5,5,3,1,5,3,3,1,3,3,3,4,3,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample332__promotion,2.6666666666666665,3.6666666666666665,3.0,3.6666666666666665,2.3333333333333335,3.5,2.5,3.75,2.0
333,promotion,Male,20–29,Postgraduate degree,Office worker,Married,"<15,000,000 VND",Chinese,2,1,2,3,1,1,1,1,2,1,3,4,4,4,3,2,3,4,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample333__promotion,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.6666666666666665,3.6666666666666665,2.5,2.5,3.5,2.0
334,promotion,Female,20–29,Bachelor’s degree,Civil servant,Living with parents,"<15,000,000 VND",Chinese,2,1,5,3,3,5,2,1,1,1,3,3,2,5,2,3,4,3,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample334__promotion,2.6666666666666665,3.6666666666666665,1.3333333333333333,2.3333333333333335,3.0,3.5,2.5,3.75,2.0
335,promotion,Female,30–39,High school,Blue-collar worker,Divorced,"36,000,000–45,000,000 VND",Chinese,1,3,3,4,5,4,1,4,5,5,5,3,3,3,4,4,5,3,6,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample335__promotion,2.3333333333333335,4.333333333333333,3.3333333333333335,4.333333333333333,3.3333333333333335,4.5,2.0,4.5,2.0
336,promotion,Female,<20,Postgraduate degree,Office worker,Single,"16,000,000–25,000,000 VND",Chinese,5,1,3,2,2,5,2,5,4,5,4,4,3,2,2,3,4,3,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample336__promotion,3.0,3.0,3.6666666666666665,4.333333333333333,2.3333333333333335,3.5,2.5,3.75,2.0
337,promotion,Female,30–39,High school,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,4,5,3,1,2,2,5,1,1,4,3,3,2,5,2,4,5,4,3,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample337__promotion,4.0,1.6666666666666667,2.3333333333333335,3.3333333333333335,3.0,4.5,2.0,4.0,2.0
338,promotion,Male,20–29,Bachelor’s degree,Civil servant,Married,"16,000,000–25,000,000 VND",Chinese,4,4,2,3,4,3,3,5,2,1,1,1,4,1,3,5,6,6,4,3.0,2.0,1.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample338__promotion,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.0,2.6666666666666665,5.5,1.5,5.25,2.0
339,promotion,Male,<20,Postgraduate degree,Student,Married,">46,000,000 VND",Chinese,2,2,3,4,5,1,3,2,3,3,4,2,3,4,2,4,5,3,6,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample339__promotion,2.3333333333333335,3.3333333333333335,2.6666666666666665,3.0,3.0,4.5,2.0,4.5,2.0
340,promotion,Male,>60,Postgraduate degree,Blue-collar worker,Living with parents,"26,000,000–35,000,000 VND",Chinese,5,2,1,3,5,3,4,3,2,1,5,1,1,4,3,4,3,5,2,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample340__promotion,2.6666666666666665,3.6666666666666665,3.0,2.3333333333333335,2.6666666666666665,3.5,2.5,3.5,2.0
341,promotion,Female,20–29,High school,Student,Single,"<15,000,000 VND",Chinese,4,4,3,4,4,4,3,1,4,3,4,1,4,3,3,5,6,6,4,3.0,2.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample341__promotion,3.6666666666666665,4.0,2.6666666666666665,2.6666666666666665,3.3333333333333335,5.5,3.0,5.25,3.0
342,promotion,Female,<20,Postgraduate degree,Student,Divorced,"36,000,000–45,000,000 VND",Chinese,1,2,4,5,5,3,4,5,3,1,2,5,3,2,2,3,4,4,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample342__promotion,2.3333333333333335,4.333333333333333,4.0,2.6666666666666665,2.3333333333333335,3.5,3.5,4.0,3.0
343,promotion,Male,>60,High school,Blue-collar worker,Single,"36,000,000–45,000,000 VND",Chinese,2,1,1,4,1,1,5,1,4,1,1,5,5,3,3,3,4,2,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample343__promotion,1.3333333333333333,2.0,3.3333333333333335,2.3333333333333335,3.6666666666666665,3.5,2.5,3.5,2.0
344,promotion,Female,40–49,Postgraduate degree,Student,Married,"26,000,000–35,000,000 VND",Chinese,4,3,3,4,3,5,1,3,2,5,2,3,4,2,4,4,5,4,3,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample344__promotion,3.3333333333333335,4.0,2.0,3.3333333333333335,3.3333333333333335,4.5,2.0,4.0,2.0
345,promotion,Male,>60,Bachelor’s degree,Office worker,Married,"36,000,000–45,000,000 VND",Chinese,2,1,5,5,1,4,5,2,3,5,1,5,2,4,2,3,4,2,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample345__promotion,2.6666666666666665,3.3333333333333335,3.3333333333333335,3.6666666666666665,2.6666666666666665,3.5,2.5,3.5,2.0
346,promotion,Female,20–29,Bachelor’s degree,Managerial employee,Divorced,"36,000,000–45,000,000 VND",Chinese,1,3,2,5,4,5,1,3,3,2,2,3,5,2,3,3,4,3,5,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample346__promotion,2.0,4.666666666666667,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.5,2.0,3.75,2.0
347,promotion,Male,>60,Postgraduate degree,Civil servant,Living with parents,"26,000,000–35,000,000 VND",Chinese,5,4,4,1,1,3,2,3,3,1,4,5,2,3,4,3,4,3,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample347__promotion,4.333333333333333,1.6666666666666667,2.6666666666666665,3.3333333333333335,3.0,3.5,2.5,3.75,2.0
348,promotion,Male,40–49,Postgraduate degree,Office worker,Married,"26,000,000–35,000,000 VND",Chinese,4,1,4,5,3,3,4,2,3,2,5,5,3,2,3,3,4,3,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample348__promotion,3.0,3.6666666666666665,3.0,4.0,2.6666666666666665,3.5,2.5,3.75,2.0
349,promotion,Female,40–49,High school,Other,Divorced,"16,000,000–25,000,000 VND",Chinese,1,5,4,4,1,5,5,1,5,5,1,1,1,1,2,4,5,4,3,2.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample349__promotion,3.3333333333333335,3.3333333333333335,3.6666666666666665,2.3333333333333335,1.3333333333333333,4.5,1.5,4.0,1.6666666666666667
350,promotion,Male,50–59,Bachelor’s degree,Student,Divorced,"26,000,000–35,000,000 VND",Chinese,2,2,2,1,3,4,4,4,2,5,1,1,1,3,3,3,4,3,2,1.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample350__promotion,2.0,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.3333333333333335,3.5,1.5,3.0,1.3333333333333333
351,promotion,Male,30–39,High school,Managerial employee,Single,"16,000,000–25,000,000 VND",Chinese,2,2,5,2,2,2,3,5,4,3,3,3,3,2,3,3,4,5,4,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample351__promotion,3.0,2.0,4.0,3.0,2.6666666666666665,3.5,2.5,4.0,2.0
352,promotion,Female,>60,High school,Blue-collar worker,Married,"16,000,000–25,000,000 VND",Chinese,4,3,5,4,3,1,2,2,3,1,5,5,3,1,5,3,4,3,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample352__promotion,4.0,2.6666666666666665,2.3333333333333335,3.6666666666666665,3.0,3.5,3.5,3.75,3.0
353,promotion,Male,30–39,Bachelor’s degree,Civil servant,Single,"<15,000,000 VND",Chinese,2,5,4,3,3,2,3,2,3,3,2,4,1,2,3,4,5,3,2,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample353__promotion,3.6666666666666665,2.6666666666666665,2.6666666666666665,3.0,2.0,4.5,2.5,3.5,2.0
354,promotion,Female,20–29,Bachelor’s degree,Student,Married,"36,000,000–45,000,000 VND",Chinese,4,3,5,3,1,4,5,2,4,3,4,5,1,4,4,4,5,3,6,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample354__promotion,4.0,2.6666666666666665,3.6666666666666665,4.0,3.0,4.5,3.5,4.5,3.0
355,promotion,Female,>60,Bachelor’s degree,Office worker,Divorced,"36,000,000–45,000,000 VND",Chinese,3,1,3,4,1,3,5,3,5,5,3,4,4,1,4,3,4,2,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample355__promotion,2.3333333333333335,2.6666666666666665,4.333333333333333,4.0,3.0,3.5,2.5,3.5,2.0
356,promotion,Male,>60,Postgraduate degree,Student,Divorced,"26,000,000–35,000,000 VND",Chinese,2,5,3,4,4,1,3,5,5,4,3,2,5,3,5,3,4,2,5,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample356__promotion,3.3333333333333335,3.0,4.333333333333333,3.0,4.333333333333333,3.5,2.5,3.5,2.0
357,promotion,Male,40–49,High school,Civil servant,Married,"16,000,000–25,000,000 VND",Chinese,5,2,3,3,3,3,2,4,1,1,5,1,2,4,3,4,5,6,3,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample357__promotion,3.3333333333333335,3.0,2.3333333333333335,2.3333333333333335,3.0,4.5,2.0,4.5,2.0
358,promotion,Female,30–39,High school,Other,Married,"36,000,000–45,000,000 VND",Chinese,1,4,2,4,1,1,1,2,1,3,1,1,3,4,1,3,4,4,5,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample358__promotion,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,3.5,3.5,4.0,3.0
359,promotion,Female,<20,Bachelor’s degree,Managerial employee,Married,"<15,000,000 VND",Chinese,3,5,1,1,5,1,5,5,4,1,3,2,4,1,2,4,5,6,3,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample359__promotion,3.0,2.3333333333333335,4.666666666666667,2.0,2.3333333333333335,4.5,2.0,4.5,2.0
360,promotion,Female,20–29,High school,Blue-collar worker,Divorced,"16,000,000–25,000,000 VND",Chinese,1,1,1,3,4,3,4,1,2,4,5,4,5,4,1,3,2,2,4,1.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample360__promotion,1.0,3.3333333333333335,2.3333333333333335,4.333333333333333,3.3333333333333335,2.5,1.5,2.75,1.3333333333333333
361,promotion,Female,<20,Bachelor’s degree,Managerial employee,Single,"16,000,000–25,000,000 VND",Chinese,2,2,4,5,3,5,5,5,2,3,5,4,1,3,1,3,4,3,4,2.0,3.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample361__promotion,2.6666666666666665,4.333333333333333,4.0,4.0,1.6666666666666667,3.5,3.0,3.5,2.6666666666666665
362,promotion,Male,<20,Postgraduate degree,Blue-collar worker,Living with parents,">46,000,000 VND",Chinese,4,5,2,2,3,5,5,1,1,1,4,4,3,4,3,4,5,3,6,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample362__promotion,3.6666666666666665,3.3333333333333335,2.3333333333333335,3.0,3.3333333333333335,4.5,2.0,4.5,2.0
363,promotion,Female,>60,Bachelor’s degree,Blue-collar worker,Living with parents,"<15,000,000 VND",Chinese,1,1,5,5,2,5,4,2,1,2,3,5,3,5,5,3,4,5,2,1.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample363__promotion,2.3333333333333335,4.0,2.3333333333333335,3.3333333333333335,4.333333333333333,3.5,1.5,3.5,1.3333333333333333
364,promotion,Male,50–59,High school,Civil servant,Married,"<15,000,000 VND",Chinese,4,4,2,5,3,3,3,5,4,4,1,5,4,1,5,4,5,3,4,2.0,1.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample364__promotion,3.3333333333333335,3.6666666666666665,4.0,3.3333333333333335,3.3333333333333335,4.5,2.0,4.0,2.0
365,promotion,Male,50–59,Postgraduate degree,Office worker,Divorced,"16,000,000–25,000,000 VND",Chinese,5,4,3,4,2,2,5,1,3,4,3,2,2,1,3,4,5,3,4,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample365__promotion,4.0,2.6666666666666665,3.0,3.0,2.0,4.5,2.5,4.0,2.0
366,promotion,Female,>60,Postgraduate degree,Managerial employee,Living with parents,"<15,000,000 VND",Chinese,2,3,3,1,3,1,1,3,1,1,2,4,3,4,1,2,3,4,5,1.0,1.0,2.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample366__promotion,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.6666666666666665,2.5,1.5,3.5,1.3333333333333333
367,promotion,Male,<20,Postgraduate degree,Managerial employee,Living with parents,">46,000,000 VND",Chinese,4,5,3,5,2,5,3,3,2,1,3,5,5,4,4,5,6,6,4,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample367__promotion,4.0,4.0,2.6666666666666665,3.0,4.333333333333333,5.5,3.5,5.25,3.0
368,promotion,Male,<20,High school,Student,Divorced,"<15,000,000 VND",Chinese,4,1,3,2,2,5,2,2,1,2,5,4,5,5,2,3,4,5,2,1.0,2.0,3.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample368__promotion,2.6666666666666665,3.0,1.6666666666666667,3.6666666666666665,4.0,3.5,2.5,3.5,2.0
369,promotion,Male,30–39,High school,Office worker,Divorced,"26,000,000–35,000,000 VND",Chinese,2,5,3,2,2,3,4,1,3,4,3,1,3,2,5,3,4,5,4,2.0,3.0,4.0,8,deepseek-v2_236b_8.csv,deepseek-v2_236b,deepseek-v2_236b__run08__sample369__promotion,3.3333333333333335,2.3333333333333335,2.6666666666666665,2.6666666666666665,3.3333333333333335,3.5,3.5,4.0,3.0
